h3_index,building_count,total_area,distance_km
892aa87a23bffff,31,160385.59032248,1.0469553541576677
892aa87a257ffff,51,48525.78892836,1.714157023152119
892aa87a267ffff,307,605463.99895544,1.2992214671308862
892aa87a26fffff,1221,3897480.41046746,1.6314260938594103
892aa87a273ffff,73,171739.54451407,1.624888924936982
892aa87a277ffff,7,104574.32933416001,1.299886226896232
892aa87a28bffff,8,24159.81337166,1.0138432686376926
892aa87a2c3ffff,6,6460.755741659999,1.6169082697460895
892aa87a2c7ffff,13,365065.76271957,1.3108319607306143
892aa87a2cfffff,3,6840.8571003,1.632030870525276
892aa87a383ffff,164,192849.01895529,1.3198803868795097
892aa87a38fffff,108,163862.24479641,1.1121114582192577
892aa87a393ffff,369,316984.6219106,1.4828626213390006
892aa87a397ffff,24,20913.6266687,1.6766688541625316
892aa87a39bffff,123,179815.09426258,1.1639167588412533
892aa87a403ffff,24,90992.08285222,1.0393405155724607
892aa87a4a3ffff,169,170278.9546425,1.2134932958080291
892aa87a4a7ffff,193,195618.89258434,1.214245780388314
892aa87a4abffff,86,2816838.40453741,1.0372547745397454
892aa87a4b3ffff,175,182549.87369857,1.0184330154800791
892aa87a4b7ffff,158,163735.72520136,1.357465495679814
892aa87a5c3ffff,8,8325.38818077,1.0517112508152575
892aa87a5d3ffff,92,92186.93801386999,1.2704450875724878
892aa87a603ffff,14,55866.71471617,1.3761716707189482
892aa87a607ffff,67,169909.96913822,1.2864130457708527
892aa87a60fffff,5,21774.14651252,1.6186733178602575
892aa87a613ffff,14,49859.72604307,1.1804020631038024
892aa87a617ffff,7,66649.37432542999,1.026574896063329
892aa87a61bffff,1,830.38121593,1.5371993091445972
892aa87a633ffff,62,168517.09771745,1.282960659034512
892aa87a637ffff,13,75755.63258726,1.3658608921607
892aa87a643ffff,19,217394.6626124,1.357593724302282
892aa87a64bffff,71,576757.4347999,1.214035329042468
892aa87a653ffff,10,115295.54732648,1.159976111928431
892aa87a65bffff,7,3900.08733139,1.0185204716791878
892aa87a6afffff,234,264498.45865581,1.0321100784435526
892aa87a6d7ffff,16,95212.14186751,1.2571540707613653
892aa87b5b7ffff,114,1198598.12849596,1.7727884013192685
